"","Date.Time","Contact Type","Topic","Comments"
"1024","2015-09-27 15:12:00","In Person","Bursar","Stunded wanted to pay tuition "
"1025","2015-09-27 15:15:00","In Person","Financial Aid","Financial Aid Location"
"1026","2015-09-27 15:17:00","In Person","Lynx  Center Staff","Student needed a schudle adjasment form "
"1027","2015-09-27 15:33:00","In Person","General InfoLynx Center Supplies (Computer Etc.)","Student needed to use  a printer at Lynx  Center "
"1028","2015-09-27 15:38:00","In Person","Financial Aid","FA counselor"
"1029","2015-09-27 15:42:00","In Person","Lynx Center Supplies (Computer Etc.)","Student needed to use computers at Lynx "
"1030","2015-09-27 15:53:00","In Person","General Info","Restroom location "
"1031","2015-09-27 16:30:00","In Person","ASACITS","Student was locked from Canvas and needed to reset their password"
"1032","2015-09-27 16:35:00","In Person","ITS","Student getting notified of classe on Canvas she wasn’t registered in "
"1033","2015-09-27 16:42:00","In Person","General Info","Asian American Student Asocciation event location "
"1034","2015-09-27 16:47:00","Phone","Lynx  Center Staff","Nas Dorinda needed to talk to Katelyn "
"1035","2015-09-27 16:50:00","Phone","Lynx  Center Staff","Nas Dorinda needed to talk to Katelyn "
"1036","2015-09-27 19:10:00","In Person","Lost and Found","Retrieved lost keys"
"1037","2015-09-27 08:18:00","In Person","TriO",""
"1038","2015-09-28 08:32:00","In Person","General Info","1245 Champa St."
"1039","2015-09-28 08:34:00","In Person","General Info","Wifi Logon help"
"1040","2015-09-28 08:37:00","In Person","General Info","Directory help"
"1041","2015-09-28 08:40:00","In Person","Admissions","applying"
"1042","2015-09-28 09:27:00","In Person","Int'l Admissions",""
"1043","2015-09-28 09:34:00","In Person","General Info","Communications staff member forgot keys. Facilities called and let her into her office."
"1044","2015-09-28 09:40:00","In Person","Lynx Center Supplies (Computer Etc.)","Paper"
"1045","2015-09-28 09:50:00","In Person","Admissions","Campus tour"
"1046","2015-09-28 09:54:00","Phone","ASAC",""
"1047","2015-09-28 09:57:00","In Person","Admissions","campus tour"
"1048","2015-09-28 10:29:00","In Person","Bursar",""
"1049","2015-09-28 11:20:00","Phone","","Marco from Guidebook for Alicia"
"1050","2015-09-28 11:45:00","In Person","ASAC","ASAC"
"1051","2015-09-28 11:55:00","In Person","AB1 Classrooms","held water bottles behind Lynx Center desk for student who had an event in an hour in 1401."
"1052","2015-09-28 12:00:00","In Person","Bursar",""
"1053","2015-09-28 12:12:00","In Person","Admissions",""
"1054","2015-09-28 12:13:00","In Person","General Info","Career fair"
"1055","2015-09-28 12:15:00","In Person","General Info","Microwave"
"1056","2015-09-28 12:20:00","In Person","Lynx  Center Staff","Katelyn?"
"1057","2015-09-28 12:22:00","In Person","Lost and Found",""
"1058","2015-09-28 12:24:00","Phone","Admissions","first steps"
"1059","2015-09-28 12:32:00","In Person","CUD Depts. / Offices","Counseling center"
"1060","2015-09-28 12:37:00","In Person","CUD Depts. / Offices","LSC 1380 lawrence st."
"1061","2015-09-28 12:49:00","In Person","Registrar","sending transcripts"
"1062","2015-09-28 12:54:00","In Person","General Info","microwave"
"1063","2015-09-28 12:55:00","Phone","General Info","ucd access help"
"1064","2015-09-28 13:06:00","In Person","ASAC",""
"1065","2015-09-28 13:28:00","In Person","ASAC",""
"1066","2015-09-28 13:32:00","In Person","General Info","Computer lab"
"1067","2015-09-28 13:33:00","In Person","CUD Depts. / Offices","master programs"
"1068","2015-09-28 13:34:00","In Person","Bursar",""
"1069","2015-09-28 13:39:00","In Person","AB1 Classrooms","2018"
"1070","2015-09-28 13:44:00","In Person","LRC","Workshop"
"1071","2015-09-28 13:47:00","In Person","Financial Aid","Student employment"
"1072","2015-09-28 13:52:00","In Person","CUD Depts. / Offices","Health insurance"
"1073","2015-09-28 13:55:00","In Person","LRC",""
"1074","2015-09-28 14:00:00","In Person","AB1 Classrooms","locaation of 1401"
"1075","2015-09-28 14:21:00","In Person","Auraria Campus","AD 201"
"1076","2015-09-28 14:22:00","In Person","General Info","Microwave"
"1077","2015-09-28 15:15:00","In Person","Financial Aid",""
"1078","2015-09-28 15:24:00","In Person","Lost and Found",""
"1079","2015-09-28 16:25:00","In Person","General Info","samantha is here "
"1080","2015-09-28 14:57:00","In Person","CUD Depts. / Offices","international affairs locations"
"1081","2015-09-28 15:00:00","In Person","LRC","place to get a tutor"
"1082","2015-09-28 15:02:00","In Person","CUD Depts. / Offices","computer science department location"
"1083","2015-09-28 15:14:00","In Person","Bursar","bursars office location"
"1084","2015-09-28 15:19:00","In Person","Admissions","admissions office location"
"1085","2015-09-28 15:19:00","In Person","AB1 Classrooms","student commons, 1401, 2000 locations"
"1086","2015-09-28 08:43:00","In Person","Lynx  Center Staff","Chad wanted to test chat button with
Brittany but Kristen came instead"
"1087","2015-09-29 08:55:00","In Person","CUD Depts. / Offices","MERC lab office hours"
"1088","2015-09-29 09:12:00","In Person","General Info","Student needed SAF to drop class"
"1089","2015-09-29 09:21:00","In Person","Computer Lab","2nd floor computer lab"
"1090","2015-09-29 09:25:00","In Person","Admissions","Admission location"
"1091","2015-09-29 09:42:00","In Person","Admissions","Appointment with admissions"
"1092","2015-09-29 09:45:00","In Person","ITSFacilities","Professor needed extra HMDI/VGA
cable for class"
"1093","2015-09-29 09:54:00","In Person","General Info","Course catalog for late start classes"
"1094","2015-09-29 10:03:00","In Person","Lynx  Center Staff","Zach had a meeting with Sam Kim "
"1095","2015-09-29 10:11:00","In Person","Financial Aid","Location of Financial Aid"
"1096","2015-09-29 10:13:00","In Person","Bursar","Bursar's location "
"1097","2015-09-29 10:20:00","In Person","CUD Buildings","CU building location "
"1098","2015-09-29 10:25:00","In Person","CUD Buildings","CU Building location"
"1099","2015-09-29 10:35:00","In Person","General Info","Drop a class"
"1100","2015-09-29 10:43:00","In Person","Lynx  Center Staff","Studet needed Alicia's business card"
"1101","2015-09-29 10:46:00","In Person","Registrar","Registrar location"
"1102","2015-09-29 10:47:00","In Person","CUD Buildings","Student Commons Building "
"1103","2015-09-29 10:57:00","In Person","Computer Lab","2nd floor computer lab"
"1104","2015-09-29 10:59:00","Phone","Lynx  Center Staff","Tyson from LRC wanted to talk to Samantha Kelly"
"1105","2015-09-29 11:00:00","In Person","Int'l Admissions","Visa for Internatioal student"
"1106","2015-09-29 11:05:00","In Person","Lynx  Center StaffLynx Center Supplies (Computer Etc.)","Student wanted to have flyer on the digital Tv's "
"1107","2015-09-29 11:12:00","In Person","AB1 Classrooms","ACAD 1401 location "
"1108","2015-09-29 11:17:00","In Person","CUD Depts. / Offices","Grdaduate School location "
"1109","2015-09-29 11:24:00","In Person","MATH","SCB 4th floor location"
"1110","2015-09-29 11:29:00","In Person","Admissions","Admission's office location "
"1111","2015-09-29 11:29:00","In Person","Lynx  Center StaffAdmissionsQdoba","Qudoba location "
"1112","2015-09-29 11:30:00","In Person","General Info","Student needed a scanner "
"1113","2015-09-29 11:38:00","In Person","CUD Depts. / Offices","Grdaduate School location "
"1114","2015-09-29 11:52:00","In Person","Auraria Campus","Auraria library location"
"1115","2015-09-29 12:15:00","In Person","Lost and Found","lost phone inquiry"
"1116","2015-09-29 12:17:00","In Person","General Info","dropping off garretts stuff"
"1117","2015-09-29 12:25:00","In Person","General Info","SAB location"
"1118","2015-09-29 12:30:00","In Person","COMM","renting video camera"
"1119","2015-09-29 12:41:00","In Person","Lynx  Center Staff","pick up of Katelyns survey"
"1120","2015-09-29 12:45:00","In Person","Registrar","Registrar location"
"1121","2015-09-29 12:54:00","In Person","Registrar","registrars office location"
"1122","2015-09-29 12:59:00","In Person","CUD Depts. / Offices","MSU student interested in UCD
graduate program"
"1123","2015-09-29 13:01:00","In Person","CUD Depts. / Offices","grad school interest"
"1124","2015-09-29 13:16:00","In Person","Lynx Center Supplies (Computer Etc.)","use of stapler"
"1125","2015-09-29 13:23:00","In Person","General Info","color printer location"
"1126","2015-09-29 13:27:00","In Person","Registrar","FERPA form turn in"
"1127","2015-09-29 13:29:00","In Person","Health Center","immunization look up"
"1128","2015-09-29 13:32:00","In Person","Lynx  Center Staff","meting w/sam"
"1129","2015-09-29 13:32:00","In Person","UCDAccess/Portal","winter/spring class opening"
"1130","2015-09-29 13:41:00","In Person","Bursar","bursars"
"1131","2015-09-29 13:43:00","In Person","AB1 Classrooms","1401"
"1132","2015-09-29 13:43:00","In Person","Admissions","admissions tour"
"1133","2015-09-29 14:00:00","In Person","","students wanting to know if CU is selling ballet tickets for the theatre downtown. Isra from the advocate contacted"
"1134","2015-09-29 14:15:00","In Person","Registrar",""
"1135","2015-09-29 14:22:00","In Person","Financial Aid",""
"1136","2015-09-29 14:52:00","In Person","LRC","LRC location"
"1137","2015-09-29 15:03:00","Phone","Int'l Admissions","international admissions location"
"1138","2015-09-29 15:06:00","In Person","Admissions","freshman app due dates"
"1139","2015-09-29 15:07:00","In Person","Lost and Found","lost & found-water bottle"
"1140","2015-09-29 15:08:00","In Person","Lynx Center Supplies (Computer Etc.)","tape request"
"1141","2015-09-29 15:13:00","In Person","Lynx  Center Staff","rakowski- samantha"
"1142","2015-09-29 15:22:00","In Person","General Info","outgoing mail inquiry"
"1143","2015-09-29 15:23:00","In Person","Lost and Found","water bottle l&f"
"1144","2015-09-29 15:25:00","In Person","General Info","computr lab"
"1145","2015-09-29 15:27:00","In Person","CUD Buildings","jake jabs center"
"1146","2015-09-29 15:50:00","In Person","Lynx  Center Staff","approval for poster"
"1147","2015-09-29 15:55:00","In Person","Bursar","bursars location"
"1148","2015-09-29 15:57:00","In Person","",""
"1149","2015-09-29 08:45:00","In Person","Lynx  Center Staff","Paul R. for Sam Kim"
"1150","2015-09-30 09:23:00","In Person","Computer Lab","Asked for printing lab (2nd floor)"
"1151","2015-09-30 09:30:00","In Person","General Info","asked for CU T-Shirt"
"1152","2015-09-30 09:44:00","In Person","General Info","Asked to borrow a pen"
"1153","2015-09-30 09:48:00","In Person","Admissions","Student needed help with registration for GIS Certificate"
"1154","2015-09-30 09:52:00","In Person","Registrar","Registrar's location "
"1155","2015-09-30 09:53:00","In Person","Registrar","Asked for office of the register"
"1156","2015-09-30 10:03:00","In Person","Admissions","Asked for campus tour"
"1157","2015-09-30 10:12:00","In Person","Admissions","Individual needed a tour of the campus "
"1158","2015-09-30 10:15:00","In Person","Lynx  Center Staff","Julia Montijo from CCD needed to see Alicia "
"1159","2015-09-30 10:16:00","In Person","Lynx  Center Staff","Looked for Alicia"
"1160","2015-09-30 10:28:00","In Person","AB1 Classrooms","ACAD 1301 location "
"1161","2015-09-30 10:45:00","In Person","Registrar","Registrar's location "
"1162","2015-09-30 10:46:00","In Person","Lynx Center Supplies (Computer Etc.)","Student needed to use a phone "
"1163","2015-09-30 10:46:00","In Person","Registrar","Drop form, direction to the register"
"1164","2015-09-30 10:48:00","In Person","General Info","Student needed infromation about parking and RTD pass"
"1165","2015-09-30 11:08:00","In Person","RegistrarGeneral Info","Drop form, direction to the register"
"1166","2015-09-30 11:21:00","In Person","AB1 Classrooms","Direction for a room on the fourth floor"
"1167","2015-09-30 11:26:00","In Person","Financial Aid","Needed the Fin. Aid Office"
"1168","2015-09-30 11:29:00","In Person","Registrar","record room"
"1169","2015-09-30 11:30:00","In Person","General Info","Asked for popcorn"
"1170","2015-09-30 11:31:00","In Person","General Info","Asked for popcorn"
"1171","2015-09-30 11:33:00","In Person","General Info","Questions about student employment"
"1172","2015-09-30 11:40:00","In Person","General Info","Asked for popcorn"
"1173","2015-09-30 11:52:00","In Person","General Info","Asked for popcorn"
"1174","2015-09-30 11:53:00","In Person","General Info","Asked for popcorn"
"1175","2015-09-30 11:57:00","In Person","General Info","Questions about raffle"
"1176","2015-09-30 11:57:00","In Person","General Info","Asked for transcript "
"1177","2015-09-30 12:00:00","In Person","Registrar",""
"1178","2015-09-30 12:15:00","Phone","CUD Depts. / Offices","GIS Certificate prospective student. (not sure how to apply -> Graduate School, non-degree"
"1179","2015-09-30 12:20:00","In Person","General Info","Classroom  size"
"1180","2015-09-30 12:23:00","In Person","General Info","RTD Park & Ride issue (student exemption form)"
"1181","2015-09-30 12:40:00","In Person","General Info","paper for professor"
"1182","2015-09-30 12:56:00","In Person","Registrar","transripts"
"1183","2015-09-30 13:02:00","In Person","Lynx  Center Staff","SPM Kim"
"1184","2015-09-30 13:02:00","In Person","Dissability Resources",""
"1185","2015-09-30 13:03:00","In Person","Financial Aid","financial aid location"
"1186","2015-09-30 13:09:00","In Person","General Info","where to go when there is a complain of a student"
